lemma,family_rank,family_freq,forms
instructeur,9514,977,instructeur instructeurs
rénovation,9515,977,rénovation rénovations
eyes,9516,976,eyes
réer,9517,976,réa
sully,9518,976,sully
said,9519,976,said
faucher,9520,976,fauchés faucher
poutre,9521,976,poutre poutres
garde-côte,9522,976,garde-côtes gardes-côtes garde-côte
freud,9523,975,freud
puanteur,9524,975,puanteur
est-ce-pas,9525,975,est-ce-pas
foreman,9526,975,foreman
dixième,9527,975,dixième dixièmes
chaperon,9528,975,chaperon chaperons
sociopathe,9529,975,sociopathe sociopathes
électoral,9530,975,électorale électoral électorales
transpercer,9531,975,transpercé transpercer transperce
opium,9532,974,opium
avait-elle,9533,974,avait-elle
parlez-nous,9534,974,parlez-nous
savannah,9535,974,savannah
fisc,9536,974,fisc
hawk,9537,974,hawk
caillot,9538,974,caillot caillots
tourmenter,9539,974,tourmenter tourmentée tourmentez
liza,9540,973,liza
yuki,9541,973,yuki
cache-cache,9542,973,cache-cache
avais-je,9543,973,avais-je
tournure,9544,973,tournure
choeur,9545,973,choeur choeurs
immoral,9546,973,immoral immorale
saloon,9547,972,saloon
préparatif,9548,972,préparatifs
snow,9549,972,snow
nœuds,9550,972,nœuds
fad,9551,972,fad
occupant,9552,972,occupant occupants
sincérité,9553,971,sincérité
sheppard,9554,971,sheppard
biopsie,9555,971,biopsie
ecartez-vous,9556,971,ecartez-vous
corey,9557,971,corey
précipité,9558,970,précipité
lyon,9559,970,lyon
fanfare,9560,970,fanfare
intensité,9561,970,intensité
délice,9562,970,délice délices
saccager,9563,970,saccagé saccager saccagée
pèlerin,9564,970,pèlerins pèlerin
tardif,9565,970,tardive tardif tardives
colombie,9566,969,colombie
bénéfique,9567,969,bénéfique bénéfiques
confidence,9568,969,confidence confidences
utilisateur,9569,969,utilisateur utilisateurs
nadine,9570,968,nadine
drama,9571,968,drama
étui,9572,968,étui étuis
garden,9573,967,garden
paragraphe,9574,967,paragraphe paragraphes
chambouler,9575,967,chamboulé chambouler chamboulée chamboule
hmmm,9576,966,hmmm
recrutement,9577,966,recrutement
cocher,9578,966,cocher coché
musculaire,9579,966,musculaire musculaires
nageur,9580,966,nageur nageurs nageuse
remballer,9581,966,remballe remballer remballez
serge,9582,965,serge
gland,9583,965,gland glands
anecdote,9584,965,anecdote anecdotes
veillée,9585,964,veillée
injonction,9586,964,injonction
jérôme,9587,964,jérôme
giovanni,9588,964,giovanni
grimm,9589,964,grimm
tribune,9590,964,tribune tribunes
novice,9591,964,novice novices
vaillant,9592,964,vaillant vaillants vaillante
retracer,9593,964,retracer retracé retrace
ananas,9594,963,ananas
alain,9595,963,alain
tourisme,9596,963,tourisme
20h,9597,963,20h
orson,9598,963,orson
mettez-les,9599,963,mettez-les
manie,9600,963,manie
souviens-tu,9601,963,souviens-tu
rivaliser,9602,963,rivaliser rivalise
léopard,9603,963,léopard léopards
élire,9604,963,élire élise
noisette,9605,963,noisettes noisette
graffiti,9606,963,graffiti graffitis
certifier,9607,963,certifié certifier certifie certifiée
wonder,9608,962,wonder
w.,9609,962,w.
keep,9610,962,keep
pantoufler,9611,962,pantoufles pantoufle
tao,9612,961,tao
alabama,9613,961,alabama
first,9614,961,first
cannelle,9615,961,cannelle
affectation,9616,961,affectation affectations
prune,9617,961,prunes prune
bethany,9618,960,bethany
paralysie,9619,960,paralysie
moss,9620,960,moss
osseux,9621,960,osseuse osseux
croquer,9622,960,croquer croque
revendiquer,9623,960,revendique revendiquer revendiqué
lars,9624,959,lars
spring,9625,959,spring
arrow,9626,959,arrow
galactica,9627,959,galactica
ferait-il,9628,959,ferait-il
turquie,9629,959,turquie
impardonnable,9630,959,impardonnable impardonnables
méditer,9631,959,méditer médite
cheeseburger,9632,959,cheeseburger cheeseburgers
graphique,9633,959,graphique graphiques
raven,9634,958,raven
écarté,9635,958,écarté
chinatown,9636,958,chinatown
originaire,9637,958,originaire originaires
pendule,9638,958,pendule pendules
accessible,9639,958,accessible accessibles
mets-les,9640,957,mets-les
épuisant,9641,957,épuisant épuisante
ramoner,9642,957,ramona ramone ramones
fréquenté,9643,956,fréquenté
profites-en,9644,956,profites-en
reilly,9645,956,reilly
automatiquement,9646,956,automatiquement
continu,9647,956,continu continus
changeant,9648,956,changeant changeante
salé,9649,955,salé
cate,9650,955,cate
coup-là,9651,955,coup-là
etc,9652,955,etc
dépourvu,9653,955,dépourvu dépourvue
protestation,9654,955,protestation protestations
masturber,9655,955,masturber masturbe masturbé
rallumer,9656,955,rallumer rallume rallumez rallumé
hilary,9657,954,hilary
t.j.,9658,954,t.j.
nobel,9659,954,nobel
minnesota,9660,953,minnesota
serais-tu,9661,953,serais-tu
ethel,9662,953,ethel
amocher,9663,953,amoché amochée
bruxelles,9664,952,bruxelles
dicton,9665,952,dicton
eteins,9666,952,eteins
peso,9667,952,pesos
horriblement,9668,952,horriblement
militant,9669,952,militants militant militante
thaïlande,9670,951,thaïlande
reproduction,9671,951,reproduction
gale,9672,951,gale
hoffman,9673,951,hoffman
artériel,9674,951,artérielle artériel
pantin,9675,951,pantin pantins
réécrire,9676,951,réécrire réécrit
garde-robe,9677,950,garde-robe
gilmore,9678,950,gilmore
buenos,9679,950,buenos
tige,9680,950,tige tiges
mouette,9681,950,mouettes mouette
crypter,9682,950,crypté cryptés cryptée cryptées
congeler,9683,950,congeler congelés congelée congèle
munich,9684,949,munich
inauguration,9685,949,inauguration
réfrigérateur,9686,949,réfrigérateur
protestant,9687,949,protestants protestant protestante
why,9688,948,why
perez,9689,948,perez
dorée,9690,948,dorée
démence,9691,948,démence
relancer,9692,948,relancer relancé
périr,9693,948,périr périra périront périt
inonder,9694,948,inondée inonder inonde inondés
bourre,9695,947,bourre
vermont,9696,947,vermont
utah,9697,947,utah
eliot,9698,947,eliot
promettez-moi,9699,947,promettez-moi
crazy,9700,947,crazy
déserter,9701,947,déserté déserter
éplucher,9702,947,éplucher épluché épluche
vocabulaire,9703,946,vocabulaire
syd,9704,946,syd
bourgeois,9705,946,bourgeois
ames,9706,946,ames
pieux,9707,946,pieux pieuse
côtelette,9708,946,côtelettes côtelette
millimètre,9709,946,millimètres millimètre
pli,9710,946,pli plis
étions-nous,9711,945,étions-nous
igor,9712,945,igor
riker,9713,945,riker
gomez,9714,945,gomez
reddington,9715,945,reddington
daryl,9716,945,daryl
expulsion,9717,944,expulsion
cheese,9718,944,cheese
considérant,9719,944,considérant
paulo,9720,943,paulo
rubrique,9721,943,rubrique
scotland,9722,943,scotland
rodéo,9723,943,rodéo
dev,9724,943,dev
fang,9725,943,fang
cabaret,9726,943,cabaret cabarets
paupière,9727,943,paupières paupière
container,9728,943,container containers
fracasser,9729,943,fracassé fracasser fracasse
illimité,9730,943,illimité illimitée illimitées illimités
intercepté,9731,942,intercepté
intégré,9732,942,intégré
agnès,9733,942,agnès
hollis,9734,942,hollis
climatique,9735,942,climatique climatiques
glacier,9736,942,glacier glaciers
cannibale,9737,942,cannibales cannibale
seo,9738,941,seo
apprenant,9739,941,apprenant
ulcère,9740,941,ulcère ulcères
feindre,9741,941,feindre feint feins
travaillez-vous,9742,940,travaillez-vous
berkeley,9743,940,berkeley
adressé,9744,940,adressé
dentifrice,9745,940,dentifrice
capuche,9746,940,capuche
déclencheur,9747,940,déclencheur déclencheurs
frappant,9748,940,frappant frappante
caïd,9749,940,caïd caïds
shooter,9750,940,shooter shoote shootée
comparaître,9751,939,comparaître
rédaction,9752,939,rédaction
anévrisme,9753,939,anévrisme
malpoli,9754,939,malpoli malpolie
caissier,9755,939,caissier caissière
barton,9756,938,barton
kensi,9757,938,kensi
laurent,9758,938,laurent
mabel,9759,938,mabel
sushi,9760,938,sushi
pêre,9761,938,pêre
appeller,9762,938,appeller
fondement,9763,938,fondement fondements
larbin,9764,938,larbin larbins
falsifier,9765,938,falsifié falsifier
ferrer,9766,938,ferrée ferrer ferrées
piquant,9767,938,piquant piquante
branle,9768,937,branle
4h,9769,937,4h
décence,9770,937,décence
zen,9771,937,zen
acclamation,9772,937,acclamations acclamation
hit,9773,937,hit hits
sanction,9774,937,sanction sanctions
orienter,9775,937,orienter orienté oriente orientée
walden,9776,936,walden
roupie,9777,936,roupies
land,9778,936,land
réceptionniste,9779,936,réceptionniste
eileen,9780,936,eileen
déco,9781,936,déco
infanterie,9782,936,infanterie
incertain,9783,936,incertain incertaine incertains
jaffer,9784,936,jaffas jaffa
gratos,9785,935,gratos
byron,9786,935,byron
basique,9787,935,basique basiques
parquet,9788,934,parquet
tablier,9789,934,tablier
réchauffement,9790,934,réchauffement
killer,9791,934,killer
compatir,9792,934,compatis compatir
colombien,9793,934,colombiens colombien colombienne
popularité,9794,933,popularité
bide,9795,933,bide
crevée,9796,933,crevée
reyes,9797,933,reyes
sauvegarde,9798,933,sauvegarde sauvegardes
méfiant,9799,933,méfiant méfiante méfiants
restreindre,9800,933,restreint restreindre restreinte
slade,9801,932,slade
only,9802,932,only
négligent,9803,932,négligent négligente négligents
civique,9804,932,civiques civique
tournevis,9805,931,tournevis
philly,9806,931,philly
gibier,9807,931,gibier
paillette,9808,931,paillettes
spartacus,9809,931,spartacus
affectueux,9810,931,affectueux affectueuse
autocollant,9811,931,autocollant autocollants
adepte,9812,931,adeptes adepte
éclipse,9813,930,éclipse
hicks,9814,930,hicks
inestimable,9815,930,inestimable inestimables
guichet,9816,930,guichet guichets
emmène-le,9817,929,emmène-le
asseyons-nous,9818,929,asseyons-nous
lennox,9819,929,lennox
jean-pierre,9820,929,jean-pierre
substitut,9821,929,substitut substituts
androïde,9822,929,androïde androïdes
ressemblant,9823,928,ressemblant
fargo,9824,928,fargo
tai,9825,928,tai
dobbs,9826,928,dobbs
arnaqueur,9827,928,arnaqueur arnaqueurs arnaqueuse
enrouler,9828,928,enroulé enrouler enroule enroulée
récupération,9829,927,récupération
dix-huit,9830,927,dix-huit
prévenez-moi,9831,927,prévenez-moi
électromagnétique,9832,927,électromagnétique électromagnétiques
sophistiquer,9833,927,sophistiquée sophistiqués sophistiquées
danemark,9834,926,danemark
vinci,9835,926,vinci
margo,9836,926,margo
méchanceté,9837,926,méchanceté méchancetés
repeindre,9838,926,repeindre repeint
hopkins,9839,925,hopkins
bagdad,9840,925,bagdad
amenez-moi,9841,925,amenez-moi
couche-toi,9842,925,couche-toi
thea,9843,925,thea
inventeur,9844,925,inventeur inventeurs
mémorable,9845,925,mémorable mémorables
blood,9846,924,blood
norris,9847,924,norris
ny,9848,924,ny
sauna,9849,924,sauna
vessie,9850,924,vessie
stabilité,9851,924,stabilité
7e,9852,924,7e
trouillard,9853,924,trouillard trouillards
toxico,9854,924,toxico toxicos
voulait-il,9855,923,voulait-il
tan,9856,923,tan
éventreur,9857,923,éventreur
répit,9858,923,répit
lucia,9859,922,lucia
pie,9860,922,pie
zeke,9861,922,zeke
frotte,9862,922,frotte
labeur,9863,922,labeur
injecté,9864,922,injecté
installez-vous,9865,922,installez-vous
décomposition,9866,922,décomposition
cache-toi,9867,922,cache-toi
charrette,9868,922,charrette charrettes
donation,9869,922,donation donations
idiotie,9870,922,idioties idiotie
signor,9871,922,signor signora
dissiper,9872,922,dissiper dissipe dissipée
wanna,9873,921,wanna
best,9874,921,best
reprends-toi,9875,921,reprends-toi
head,9876,921,head
irène,9877,921,irène
porcelaine,9878,921,porcelaine
sosie,9879,921,sosie sosies
ridge,9880,920,ridge
admets-le,9881,920,admets-le
leroy,9882,920,leroy
com,9883,920,com
huissier,9884,920,huissier huissiers
dictateur,9885,920,dictateur dictateurs
tribal,9886,920,tribal tribale tribales
celia,9887,919,celia
internat,9888,919,internat
habité,9889,919,habité
cara,9890,919,cara
massachusetts,9891,919,massachusetts
samaritain,9892,919,samaritain samaritains
masseur,9893,919,masseur masseuse
chapman,9894,918,chapman
virgil,9895,918,virgil
avais-tu,9896,918,avais-tu
denis,9897,918,denis
jed,9898,918,jed
impérial,9899,918,impérial impériaux
hématome,9900,918,hématome hématomes
flocon,9901,918,flocons flocon
winter,9902,917,winter
charleston,9903,917,charleston
karev,9904,917,karev
ressaisis-toi,9905,917,ressaisis-toi
boucherie,9906,917,boucherie
bertie,9907,917,bertie
carly,9908,917,carly
fade,9909,917,fade fades
barge,9910,917,barge barges
robuste,9911,917,robuste robustes
coûteux,9912,917,coûteux coûteuse
gourmand,9913,917,gourmand gourmande gourmands
attrape-le,9914,916,attrape-le
chemisier,9915,916,chemisier
vis-à-vis,9916,916,vis-à-vis
serrée,9917,916,serrée
résider,9918,916,réside
payant,9919,916,payant payante
retourne-toi,9920,915,retourne-toi
en-dessous,9921,915,en-dessous
eliza,9922,915,eliza
strauss,9923,915,strauss
bizut,9924,915,bizut bizuts
damner,9925,915,damnés damnée damner
parfumer,9926,915,parfumé parfumée parfumées parfumés
ambulant,9927,914,ambulant ambulante
braqueur,9928,914,braqueurs braqueur
dépressif,9929,914,dépressif dépressive dépressifs
es-ce,9930,913,es-ce
america,9931,913,america
piaule,9932,913,piaule
maint,9933,913,maintes
réconfortant,9934,913,réconfortant réconfortante
devinette,9935,913,devinettes devinette
indemnité,9936,913,indemnités indemnité
sentinelle,9937,913,sentinelle sentinelles
serbe,9938,913,serbe serbes
weston,9939,912,weston
veilleur,9940,912,veilleuse veilleur
gouffre,9941,911,gouffre
notamment,9942,911,notamment
bombay,9943,911,bombay
garde-à-vous,9944,911,garde-à-vous
ducky,9945,911,ducky
matrice,9946,910,matrice
slim,9947,910,slim
fracturer,9948,910,fracturé fracturée fracturer
irruption,9949,909,irruption
meth,9950,909,meth
meyer,9951,909,meyer
meade,9952,909,meade
gossip,9953,908,gossip
talbot,9954,908,talbot
argile,9955,908,argile
impératrice,9956,908,impératrice
bâbord,9957,908,bâbord
revaloir,9958,908,revaudrai revaudras
animateur,9959,908,animateur animateurs animatrice
missouri,9960,907,missouri
stargate,9961,907,stargate
inconfortable,9962,907,inconfortable inconfortables
piner,9963,907,pine pina
taliban,9964,907,talibans taliban
addiction,9965,906,addiction
manucure,9966,906,manucure
sitôt,9967,906,sitôt
subconscient,9968,906,subconscient
mao,9969,906,mao
sucrerie,9970,906,sucreries sucrerie
hilton,9971,905,hilton
carrefour,9972,905,carrefour
heights,9973,905,heights
insomnie,9974,905,insomnie insomnies
maxwell,9975,904,maxwell
par-derrière,9976,904,par-derrière
iron,9977,904,iron
mercy,9978,904,mercy
chouchou,9979,904,chouchou chouchous
ventilateur,9980,904,ventilateur ventilateurs
entaille,9981,904,entaille entailles
bretzel,9982,904,bretzels bretzel
variable,9983,904,variables variable
murmurer,9984,904,murmurer murmuré murmurent murmurait
journalisme,9985,903,journalisme
méditation,9986,903,méditation
infirme,9987,903,infirme
stiles,9988,903,stiles
sébastien,9989,903,sébastien
démocratique,9990,903,démocratique démocratiques
subvention,9991,903,subventions subvention
loupe,9992,902,loupe
fleuriste,9993,902,fleuriste
différencier,9994,902,différencier différencie
nuance,9995,902,nuances nuance
criminalité,9996,901,criminalité
baliverne,9997,901,balivernes
ernest,9998,901,ernest
chausson,9999,901,chaussons chausson
desmond,10000,900,desmond
etait-ce,10001,900,etait-ce
gmt,10002,900,gmt
3d,10003,900,3d
decker,10004,900,decker
acolyte,10005,900,acolyte acolytes
dodge,10006,899,dodge
humilité,10007,899,humilité
jag,10008,899,jag
melvin,10009,898,melvin
fitzgerald,10010,898,fitzgerald
soixante,10011,898,soixante
cupcakes,10012,898,cupcakes
forain,10013,898,foraine forains forain
pékin,10014,897,pékin
plausible,10015,897,plausible
gobelet,10016,897,gobelet gobelets
incarner,10017,897,incarne incarner incarnée
grogne,10018,896,grogne
space,10019,896,space
pres,10020,896,pres
élégance,10021,896,élégance
chanel,10022,895,chanel
frustré,10023,895,frustré
mettons-nous,10024,895,mettons-nous
poulette,10025,895,poulette
harlan,10026,895,harlan
étalage,10027,895,étalage
webb,10028,895,webb
grimace,10029,895,grimace grimaces
chevaucher,10030,895,chevaucher chevauche chevauché
regardez-la,10031,894,regardez-la
yvonne,10032,894,yvonne
cartman,10033,894,cartman
skye,10034,894,skye
leela,10035,894,leela
platine,10036,894,platine platines
jap,10037,894,japs jap
déplaisant,10038,894,déplaisant déplaisante déplaisantes
manipulateur,10039,894,manipulateur manipulatrice
amande,10040,894,amandes amande
demande-moi,10041,893,demande-moi
again,10042,893,again
hollande,10043,893,hollande
lambert,10044,893,lambert
sera-t-il,10045,893,sera-t-il
plane,10046,893,plane
effondrement,10047,893,effondrement
herb,10048,893,herb
délirer,10049,893,délirer délirez délirait
conjoint,10050,893,conjoint conjointe conjoints
dunn,10051,892,dunn
détachement,10052,892,détachement
comprimer,10053,892,comprimés comprime
intouchable,10054,892,intouchable intouchables
angoisser,10055,892,angoisses angoissée angoisser
orléans,10056,891,orléans
aubrey,10057,891,aubrey
frederick,10058,891,frederick
bibliothécaire,10059,891,bibliothécaire bibliothécaires
tromperie,10060,891,tromperie tromperies
carcasse,10061,891,carcasse carcasses
infrarouge,10062,891,infrarouge infrarouges
relance,10063,890,relance
ramirez,10064,890,ramirez
mettez-la,10065,890,mettez-la
klingons,10066,890,klingons
semence,10067,890,semence semences
grecque,10068,889,grecque
stewie,10069,889,stewie
ryder,10070,889,ryder
demi-million,10071,889,demi-million
oppa,10072,889,oppa
méfie-toi,10073,889,méfie-toi
oracle,10074,889,oracle oracles
superstar,10075,889,superstar superstars
book,10076,889,book books
stationnement,10077,888,stationnement
honey,10078,888,honey
open,10079,888,open
